publication,page_number,column,x,y,width,height,entry_id,state_name,name,population,county_name,post_reference,post_reference_type
Illinois,8,0,235,786,205,12,Illi_008_00_27066,ILLINOIS,CAVE IN ROCK,306.0,HARDIN,,
Illinois,8,0,235,841,205,12,Illi_008_00_27070,ILLINOIS,CEDARVILLE,377.0,STEPHENSON,,
Illinois,8,0,235,874,205,12,Illi_008_00_27072,ILLINOIS,CENTERVILLE STATION,25.0,ST. CLAIR,,
Illinois,8,0,235,907,205,12,Illi_008_00_27074,ILLINOIS,CENTRALIA,11238.0,MARION,,
Illinois,8,1,865,525,218,13,Illi_008_01_27101,ILLINOIS,CERRO GORDO,869.0,PIATT,,
Illinois,8,1,865,609,225,13,Illi_008_01_27105,ILLINOIS,CHADWICK,700.0,CARROLL,,
Illinois,8,1,865,669,235,13,Illi_008_01_27108,ILLINOIS,CHAMBERSBURG,208.0,PIKE,,
Illinois,8,1,865,705,285,13,Illi_008_01_27110,ILLINOIS,CHAMPAIGN,14171.0,CHAMPAIGN,,
Illinois,8,2,1500,932,214,12,Illi_008_02_27155,ILLINOIS,CHANA,317.0,OGLE,,
Illinois,8,2,1500,968,314,12,Illi_008_02_27157,ILLINOIS,CHANDLERVILLE,950.0,CASS,,
Illinois,8,2,1500,1052,254,12,Illi_008_02_27162,ILLINOIS,CHAPIN,552.0,MORGAN,,
Illinois,8,2,1500,1124,314,12,Illi_008_02_27166,ILLINOIS,CHARLESTON,5884.0,COLES,,
Illinois,8,2,1500,1412,314,12,Illi_008_02_27182,ILLINOIS,CHATHAM,666.0,SANGAMON,,
Illinois,8,2,1500,1508,414,12,Illi_008_02_27188,ILLINOIS,CHATSWORTH,1038.0,LIVINGSTON,,
Illinois,8,2,1500,1604,314,12,Illi_008_02_27193,ILLINOIS,CHAUNCEY,100.0,LAWRENCE,,
Illinois,9,0,415,482,240,12,Illi_009_00_27195,ILLINOIS,CHEBANSE,555.0,IROQUOIS,,
Illinois,9,0,415,559,300,12,Illi_009_00_27200,ILLINOIS,CHENEYVILLE,115.0,VERMILION,,
Illinois,9,0,415,592,250,12,Illi_009_00_27202,ILLINOIS,CHENOA,1512.0,McLEAN,,
Illinois,9,0,415,647,250,12,Illi_009_00_27205,ILLINOIS,CHERRY,1500.0,BUREAU,,
Illinois,9,0,415,669,350,12,Illi_009_00_27207,ILLINOIS,CHERRY VALLEY,600.0,WINNEBAGO,,
Illinois,9,0,415,735,300,12,Illi_009_00_27211,ILLINOIS,CHESTER,2747.0,RANDOLPH,,
Illinois,9,0,415,867,350,12,Illi_009_00_27220,ILLINOIS,CHESTERFIELD,364.0,MACOUPIN,,
Illinois,9,0,415,889,250,12,Illi_009_00_27222,ILLINOIS,CHESTNUT,350.0,LOGAN,,
Illinois,9,0,415,933,350,12,Illi_009_00_27225,ILLINOIS,CHICAGO,2447054.0,COOK,,
Illinois,59,0,385,1422,455,18,Illi_059_00_32575,ILLINOIS,CHICAGO HEIGHTS,14525.0,COOK,,
Illinois,59,1,1052,825,245,12,Illi_059_01_32601,ILLINOIS,CHILLICOTHE,1851.0,PEORIA,,
Illinois,59,1,1052,915,225,12,Illi_059_01_32608,ILLINOIS,CHRISMAN,1193.0,EDGAR,,
Illinois,59,1,1052,1035,285,12,Illi_059_01_32615,ILLINOIS,CHRISTOPHER,1825.0,FRANKLIN,,
Illinois,59,1,1052,1145,225,12,Illi_059_01_32624,ILLINOIS,CICERO,14557.0,COOK,,
Illinois,59,2,1700,1779,350,22,Illi_059_02_32661,ILLINOIS,CISCO,400.0,PIATT,,
Illinois,59,2,1700,1879,350,22,Illi_059_02_32665,ILLINOIS,CISNE,373.0,WAYNE,,
Illinois,59,2,1700,2079,550,22,Illi_059_02_32670,ILLINOIS,CISSNA PARK,652.0,IROQUOIS,,
Illinois,59,2,1700,2154,400,22,Illi_059_02_32672,ILLINOIS,CLARENCE,200.0,FORD,,
Illinois,59,2,1700,2204,400,22,Illi_059_02_32674,ILLINOIS,CLAY CITY,837.0,CLAY,,
Illinois,59,2,1700,2279,400,22,Illi_059_02_32677,ILLINOIS,CLAYTON,940.0,ADAMS,,
Illinois,59,2,1700,2479,680,47,Illi_059_02_32683,ILLINOIS,CLEONE,27.0,CLARK,MARTINSVILLE,RD
Illinois,59,2,1700,2554,550,22,Illi_059_02_32685,ILLINOIS,CLIFFORD,800.0,WILLIAMSON,,
Illinois,59,2,1700,2629,500,22,Illi_059_02_32687,ILLINOIS,CLIFTON,634.0,IROQUOIS,,
Illinois,59,2,1700,2779,500,22,Illi_059_02_32691,ILLINOIS,CLINTON,5165.0,DE WITT,,
Illinois,60,0,250,765,250,15,Illi_060_00_32705,ILLINOIS,COAL CITY,2667.0,GRUNDY,,
Illinois,60,0,250,843,300,15,Illi_060_00_32709,ILLINOIS,COAL VALLEY,190.0,ROCK ISLAND,,
Illinois,60,0,250,869,250,15,Illi_060_00_32711,ILLINOIS,COATSBURG,262.0,ADAMS,,
Illinois,60,0,250,947,200,15,Illi_060_00_32715,ILLINOIS,COBDEN,988.0,UNION,,
Illinois,60,0,250,1038,300,15,Illi_060_00_32720,ILLINOIS,COFFEEN,980.0,MONTGOMERY,,
Illinois,60,0,250,1155,330,15,Illi_060_00_32725,ILLINOIS,COLCHESTER,1445.0,McDONOUGH,,
Illinois,60,0,250,1233,250,15,Illi_060_00_32729,ILLINOIS,COLETA,250.0,WHITESIDE,,
Illinois,60,0,250,1259,250,15,Illi_060_00_32731,ILLINOIS,COLFAX,965.0,McLEAN,,
Illinois,60,0,250,1350,330,15,Illi_060_00_32735,ILLINOIS,COLLINSVILLE,7478.0,MADISON,,
Illinois,60,0,250,1584,300,15,Illi_060_00_32745,ILLINOIS,COLLISON,150.0,VERMILION,,
Illinois,60,0,250,1623,200,15,Illi_060_00_32747,ILLINOIS,COLONA,217.0,HENRY,,
Illinois,60,0,250,1649,300,15,Illi_060_00_32749,ILLINOIS,COLUMBIA,2076.0,MONROE,,
Illinois,60,1,938,535,515,18,Illi_060_01_32753,ILLINOIS,COLUMBUS,134.0,ADAMS,,
Illinois,60,1,938,611,415,18,Illi_060_01_32756,ILLINOIS,COMPTON,387.0,LEE,,
Illinois,60,1,938,669,515,18,Illi_060_01_32758,ILLINOIS,CONCORD,160.0,MORGAN,,
Illinois,60,1,938,799,515,18,Illi_060_01_32762,ILLINOIS,COOKS MILLS,150.0,COLES,,
Illinois,60,1,938,839,515,18,Illi_060_01_32764,ILLINOIS,COOKSVILLE,332.0,McLEAN,,
Illinois,60,1,938,915,615,18,Illi_060_01_32767,ILLINOIS,CORDOVA,324.0,ROCK ISLAND,,
Illinois,60,1,938,955,915,36,Illi_060_01_32769,ILLINOIS,CORINTH,101.0,WILLIAMSON,THOMPSONVILLE,R.D.
Illinois,60,1,938,1031,615,18,Illi_060_01_32772,ILLINOIS,CORNELL,536.0,LIVINGSTON,,
Illinois,60,1,938,1143,515,18,Illi_060_01_32776,ILLINOIS,CORNLAND,160.0,LOGAN,,
Illinois,60,1,938,1183,915,36,Illi_060_01_32778,ILLINOIS,COTTONWOOD,150.0,GALLATIN,OMAHA,R. D.
Illinois,60,1,938,1241,715,18,Illi_060_01_32780,ILLINOIS,COULTERVILLE,947.0,RANDOLPH,,
Illinois,60,1,938,1407,515,18,Illi_060_01_32785,ILLINOIS,COWDEN,711.0,SHELBY,,
Illinois,60,1,938,1555,715,18,Illi_060_01_32790,ILLINOIS,CRAB ORCHARD,200.0,WILLIAMSON,,
Illinois,60,1,938,1595,715,18,Illi_060_01_32792,ILLINOIS,CREAL SPRINGS,936.0,WILLIAMSON,,
Illinois,60,1,938,1761,615,18,Illi_060_01_32799,ILLINOIS,CRESCENT CITY,341.0,IROQUOIS,,
Illinois,60,1,938,1819,415,18,Illi_060_01_32801,ILLINOIS,CRESTON,323.0,OGLE,,
Illinois,60,1,938,1913,415,18,Illi_060_01_32804,ILLINOIS,CRETE,840.0,WILL,,
Illinois,60,1,938,2097,515,18,Illi_060_01_32810,ILLINOIS,CROPSEY,250.0,McLEAN,,
Illinois,60,2,1576,491,355,15,Illi_060_02_32813,ILLINOIS,CROSSVILLE,574.0,WHITE,,
Illinois,60,2,1576,556,450,15,Illi_060_02_32818,ILLINOIS,CRYSTAL LAKE,1242.0,McHENRY,,
Illinois,60,2,1576,621,300,15,Illi_060_02_32822,ILLINOIS,CUBA,2019.0,FULTON,,
Illinois,60,2,1576,738,400,15,Illi_060_02_32828,ILLINOIS,CULLOM,900.0,LIVINGSTON,,
Illinois,60,2,1576,803,350,15,Illi_060_02_32831,ILLINOIS,CUSTER,110.0,SANGAMON,,
Illinois,60,2,1576,829,300,15,Illi_060_02_32833,ILLINOIS,CUTLER,324.0,PERRY,,
Illinois,60,2,1576,868,350,15,Illi_060_02_32836,ILLINOIS,CYPRESS,311.0,JOHNSON,,
Illinois,60,2,1576,920,300,15,Illi_060_02_32839,ILLINOIS,DAHINDA,250.0,KNOX,,
Illinois,60,2,1576,972,400,15,Illi_060_02_32842,ILLINOIS,DAHLGREN,654.0,HAMILTON,,
Illinois,60,2,1576,1050,400,15,Illi_060_02_32846,ILLINOIS,DAKOTA,250.0,STEPHENSON,,
Illinois,60,2,1576,1115,300,15,Illi_060_02_32849,ILLINOIS,DALE,26.0,HAMILTON,,
Illinois,60,2,1576,1141,450,15,Illi_060_02_32851,ILLINOIS,DALLAS CITY,1288.0,HANCOCK,,
Illinois,60,2,1576,1245,400,15,Illi_060_02_32856,ILLINOIS,DALTON CITY,500.0,MOULTRIE,,
Illinois,60,2,1576,1297,300,15,Illi_060_02_32859,ILLINOIS,DANA,300.0,LASALLE,,
Illinois,60,2,1576,1349,400,15,Illi_060_02_32862,ILLINOIS,DANFORTH,409.0,IROQUOIS,,
Illinois,60,2,1576,1388,350,15,Illi_060_02_32864,ILLINOIS,DANVERS,700.0,McLEAN,,
Illinois,60,2,1576,1479,450,15,Illi_060_02_32868,ILLINOIS,DANVILLE,31554.0,VERMILION,,
Illinois,61,2,1708,707,350,15,Illi_061_02_32951,ILLINOIS,DAVIS,484.0,STEPHENSON,,
Illinois,61,2,1708,782,350,15,Illi_061_02_32954,ILLINOIS,DAWSON,574.0,SANGAMON,,
Illinois,61,2,1708,827,350,15,Illi_061_02_32956,ILLINOIS,DECATUR,38526.0,MACON,,
Illinois,62,1,908,1192,250,12,Illi_062_01_33042,ILLINOIS,DEER CREEK,298.0,TAZEWELL,,
Illinois,62,1,908,1252,200,12,Illi_062_01_33045,ILLINOIS,DEERFIELD,400.0,LAKE,,
Illinois,62,1,908,1324,250,12,Illi_062_01_33049,ILLINOIS,DE KALB,9259.0,DE KALB,,
Illinois,62,2,28,11,288,14,Illi_062_02_33065,ILLINOIS,DE LAND,503.0,PIATT,,
Illinois,62,2,28,75,368,14,Illi_062_02_33068,ILLINOIS,DELAVAN,1175.0,TAZEWELL,,
Illinois,62,2,28,189,308,14,Illi_062_02_33074,ILLINOIS,DEPUE,1339.0,BUREAU,,
Illinois,62,2,28,278,328,14,Illi_062_02_33078,ILLINOIS,DE SOTO,644.0,JACKSON,,
Illinois,62,2,28,329,368,14,Illi_062_02_33081,ILLINOIS,DES PLAINES,2348.0,COOK,,
Illinois,62,2,28,444,274,14,Illi_062_02_33087,ILLINOIS,DETROIT,127.0,PIKE,,
Illinois,62,2,28,469,348,14,Illi_062_02_33089,ILLINOIS,DEWEY,150.0,CHAMPAIGN,,
Illinois,62,2,28,507,288,14,Illi_062_02_33091,ILLINOIS,DEWITT,300.0,DEWITT,,
Illinois,62,2,28,546,408,14,Illi_062_02_33093,ILLINOIS,DEWMAINE,900.0,WILLIAMSON,,
Illinois,62,2,28,584,388,14,Illi_062_02_33095,ILLINOIS,DIETERICH,493.0,EFFINGHAM,,
Illinois,62,2,28,712,388,14,Illi_062_02_33101,ILLINOIS,DIVERNON,1519.0,SANGAMON,,
Illinois,62,2,28,789,288,14,Illi_062_02_33105,ILLINOIS,DIX,200.0,JEFFERSON,,
Illinois,62,2,28,827,248,14,Illi_062_02_33107,ILLINOIS,DIXON,7216.0,LEE,,
Illinois,63,0,408,570,548,29,Illi_063_00_33129,ILLINOIS,DODDSVILLE,,McDONOUGH,MACOMB,R.D.
Illinois,63,0,408,610,548,15,Illi_063_00_33131,ILLINOIS,DOLSON,79.0,CLARK,MARSHALL,R.D.
Illinois,63,0,408,650,315,15,Illi_063_00_33133,ILLINOIS,DOLTON,1869.0,COOK,,
Illinois,63,0,408,703,315,15,Illi_063_00_33136,ILLINOIS,DONGOLA,702.0,UNION,,
Illinois,63,0,408,783,485,15,Illi_063_00_33140,ILLINOIS,DONNELLSON,405.0,MONTGOMERY,,
Illinois,63,0,408,863,385,15,Illi_063_00_33144,ILLINOIS,DONOVAN,450.0,IROQUOIS,,
Illinois,63,0,408,930,435,15,Illi_063_00_33147,ILLINOIS,DORCHESTER,102.0,MACOUPIN,,
Illinois,63,0,408,956,415,15,Illi_063_00_33149,ILLINOIS,DORRISVILLE,1184.0,SALINE,,
Illinois,63,0,408,1023,485,15,Illi_063_00_33152,ILLINOIS,DOWNERS GROVE,2601.0,DUPAGE,,
Illinois,63,0,408,1277,315,15,Illi_063_00_33164,ILLINOIS,DOWNS,300.0,McLEAN,,
Illinois,63,0,408,1303,415,15,Illi_063_00_33166,ILLINOIS,DUBOIS,351.0,WASHINGTON,,
Illinois,63,0,408,1343,365,15,Illi_063_00_33168,ILLINOIS,DUNDAS,225.0,RICHLAND,,
Illinois,63,0,408,1369,315,15,Illi_063_00_33170,ILLINOIS,DUNDEE,3000.0,KANE,,
Illinois,63,0,408,1503,315,15,Illi_063_00_33176,ILLINOIS,DUNLAP,157.0,PEORIA,,
Illinois,63,0,408,1556,315,15,Illi_063_00_33179,ILLINOIS,DUNNING,,COOK,,
Illinois,63,0,408,1583,365,15,Illi_063_00_33181,ILLINOIS,DUPO,433.0,ST. CLAIR,,
Illinois,63,0,408,1636,365,15,Illi_063_00_33184,ILLINOIS,DUQUION,5454.0,PERRY,,
Illinois,63,1,56,198,295,16,Illi_063_01_33196,ILLINOIS,DURAND,671.0,WINNEBAGO,,
Illinois,63,1,56,296,318,16,Illi_063_01_33200,ILLINOIS,DWIGHT,2156.0,LIVINGSTON,,
Illinois,63,1,56,478,211,16,Illi_063_01_33208,ILLINOIS,EAGLE,10.0,SALINE,,
Illinois,63,1,56,506,318,16,Illi_063_01_33210,ILLINOIS,EARLVILLE,1059.0,LA SALLE,,
Illinois,63,1,56,646,313,16,Illi_063_01_33217,ILLINOIS,EAST ALTON,584.0,MADISON,,
Illinois,63,1,56,744,388,16,Illi_063_01_33221,ILLINOIS,EAST DUBUQUE,1153.0,JO DAVIESS,,
Illinois,63,1,56,786,318,16,Illi_063_01_33223,ILLINOIS,EAST LYNN,300.0,VERMILION,,
Illinois,63,1,56,828,393,16,Illi_063_01_33225,ILLINOIS,EAST MOLINE,2665.0,ROCK ISLAND,,
Illinois,63,1,56,1220,231,16,Illi_063_01_33242,ILLINOIS,EASTON,400.0,MASON,,
Illinois,63,2,1743,479,448,16,Illi_063_02_33247,ILLINOIS,EAST PEORIA,950.0,TAZEWELL,,
Illinois,63,2,1743,639,711,56,Illi_063_02_33251,ILLINOIS,EAST ROCKFORD,,WINNEBAGO,ROCKFORD,IND STA.
Illinois,63,2,1743,699,622,16,Illi_063_02_33252,ILLINOIS,EAST ST. LOUIS,72105.0,ST. CLAIR,,
Illinois,64,1,861,1530,440,28,Illi_064_01_33345,ILLINOIS,EDDYVILLE,145.0,POPE,,
Illinois,64,1,861,1610,560,28,Illi_064_01_33348,ILLINOIS,EDGEWOOD,419.0,EFFINGHAM,,
Illinois,64,1,861,1710,600,28,Illi_064_01_33352,ILLINOIS,EDGINGTON,80.0,ROCK ISLAND,,
Illinois,64,1,861,1770,560,28,Illi_064_01_33354,ILLINOIS,EDINBURG,918.0,CHRISTIAN,,
Illinois,64,1,861,1850,480,28,Illi_064_01_33357,ILLINOIS,EDISON PARK,,COOK,,
Illinois,64,1,861,1890,680,28,Illi_064_01_33358,ILLINOIS,EDWARDSVILLE,5014.0,MADISON,,
Illinois,64,1,861,2310,600,28,Illi_064_01_33370,ILLINOIS,EFFINGHAM,3898.0,EFFINGHAM,,
Illinois,64,2,1508,757,565,16,Illi_064_02_33384,ILLINOIS,ELBRIDGE,30.0,EDGAR,LA SALLE,P.O.
Illinois,64,2,1508,799,255,16,Illi_064_02_33386,ILLINOIS,ELBURN,775.0,KANE,,
Illinois,64,2,1508,855,255,16,Illi_064_02_33389,ILLINOIS,EL DARA,195.0,PIKE,,
Illinois,64,2,1508,883,335,16,Illi_064_02_33391,ILLINOIS,ELDORADO,3366.0,SALINE,,
Illinois,64,2,1508,1149,285,16,Illi_064_02_33406,ILLINOIS,ELDRED,241.0,GREENE,,
Illinois,64,2,1508,1191,285,16,Illi_064_02_33408,ILLINOIS,ELGIN,27844.0,KANE,,
Illinois,65,0,420,1789,550,18,Illi_065_00_33454,ILLINOIS,ELIZABETH,659.0,JO DAVIESS,,
Illinois,65,0,420,1860,550,18,Illi_065_00_33457,ILLINOIS,ELIZABETHTOWN,703.0,HARDIN,,
Illinois,65,0,420,1915,550,18,Illi_065_00_33460,ILLINOIS,ELKHART,650.0,LOGAN,,
Illinois,65,1,1123,490,285,12,Illi_065_01_33464,ILLINOIS,ELKVILLE,732.0,JACKSON,,
Illinois,65,1,1123,533,301,12,Illi_065_01_33467,ILLINOIS,ELLISGROVE,252.0,RANDOLPH,,
Illinois,65,1,1123,566,273,12,Illi_065_01_33470,ILLINOIS,ELLISVILLE,732.0,FULTON,,
Illinois,65,1,1123,599,285,12,Illi_065_01_33472,ILLINOIS,ELLSWORTH,300.0,McLEAN,,
Illinois,65,1,1123,654,285,12,Illi_065_01_33475,ILLINOIS,ELMHURST,2360.0,DUPAGE,,
Illinois,65,1,1123,874,334,12,Illi_065_01_33486,ILLINOIS,ELMIRA,75.0,STARK,TOULON,R.D.
Illinois,65,1,1123,896,262,12,Illi_065_01_33488,ILLINOIS,ELMWOOD,1390.0,PEORIA,,
Illinois,65,1,1123,984,285,12,Illi_065_01_33493,ILLINOIS,EL PASO,1441.0,WOODFORD,,
Illinois,65,1,1123,1072,262,12,Illi_065_01_33498,ILLINOIS,ELVASTON,400.0,HANCOCK,,
Illinois,65,1,1123,1105,200,12,Illi_065_01_33501,ILLINOIS,ELWOOD,250.0,WILL,,
Illinois,65,1,1123,1149,211,12,Illi_065_01_33504,ILLINOIS,EMDEN,500.0,LOGAN,,
Illinois,65,1,1123,1182,285,12,Illi_065_01_33506,ILLINOIS,EMINGTON,65.0,LIVINGSTON,,
Illinois,65,1,1123,1215,200,12,Illi_065_01_33508,ILLINOIS,EMMA,176.0,WHITE,,
Illinois,65,1,1123,1248,211,12,Illi_065_01_33511,ILLINOIS,ENFIELD,927.0,WHITE,,
Illinois,65,1,1123,1303,285,12,Illi_065_01_33515,ILLINOIS,EQUALITY,1180.0,GALLATIN,,
Illinois,65,1,1123,1402,240,12,Illi_065_01_33521,ILLINOIS,ERIE,768.0,WHITESIDE,,
Illinois,65,2,1769,496,350,20,Illi_065_02_33526,ILLINOIS,ESSEX,342.0,KANKAKEE,,
Illinois,65,2,1769,544,300,20,Illi_065_02_33528,ILLINOIS,ETNA,100.0,COLES,,
Illinois,65,2,1769,616,400,20,Illi_065_02_33530,ILLINOIS,EUREKA,1525.0,WOODFORD,,
Illinois,65,2,1769,856,400,20,Illi_065_02_33536,ILLINOIS,EVANSTON,28312.0,COOK,,
Illinois,66,1,862,1826,570,20,Illi_066_01_33643,ILLINOIS,EVANSVILLE,562.0,RANDOLPH,,
Illinois,66,1,862,1964,456,20,Illi_066_01_33647,ILLINOIS,EWING,317.0,FRANKLIN,,
Illinois,66,1,862,2023,398,20,Illi_066_01_33650,ILLINOIS,EXETER,201.0,SCOTT,,
Illinois,66,1,862,2063,627,20,Illi_066_01_33652,ILLINOIS,FAIRBURY,2505.0,LIVINGSTON,,
Illinois,66,2,1498,471,330,15,Illi_066_02_33660,ILLINOIS,FAIRDALE,200.0,DEKALB,,
Illinois,66,2,1498,522,380,15,Illi_066_02_33663,ILLINOIS,FAIRFIELD,2479.0,WAYNE,,
Illinois,66,2,1498,747,540,27,Illi_066_02_33675,ILLINOIS,FAIRHAVEN,40.0,CARROLL,THOMSON,R.D.
Illinois,66,2,1498,797,380,15,Illi_066_02_33677,ILLINOIS,FAIRLAND,250.0,DOUGLAS,,
Illinois,66,2,1498,822,420,15,Illi_066_02_33679,ILLINOIS,FAIRMOUNT,847.0,VERMILION,,
Illinois,66,2,1498,934,350,15,Illi_066_02_33684,ILLINOIS,FAIRVIEW,600.0,FULTON,,
Illinois,66,2,1498,1022,400,15,Illi_066_02_33689,ILLINOIS,FANCY PRAIRIE,100.0,MENARD,,
Illinois,66,2,1498,1047,350,15,Illi_066_02_33691,ILLINOIS,FARINA,800.0,FAYETTE,,
Illinois,66,2,1498,1109,420,15,Illi_066_02_33695,ILLINOIS,FARMER CITY,1603.0,DEWITT,,
Illinois,66,2,1498,1222,480,15,Illi_066_02_33700,ILLINOIS,FARMERSVILLE,533.0,MONTGOMERY,,
Illinois,66,2,1498,1272,420,15,Illi_066_02_33703,ILLINOIS,FARMINGDALE,80.0,SANGAMON,,
Illinois,66,2,1498,1309,400,15,Illi_066_02_33705,ILLINOIS,FARMINGTON,2421.0,FULTON,,
Illinois,66,2,1498,1422,420,15,Illi_066_02_33711,ILLINOIS,FAYETTEVILLE,28.0,ST. CLAIR,,
Illinois,66,2,1498,1459,350,15,Illi_066_02_33713,ILLINOIS,FERRIS,300.0,HANCOCK,,
Illinois,66,2,1498,1534,320,15,Illi_066_02_33717,ILLINOIS,FIATT,300.0,FULTON,,
Illinois,66,2,1498,1572,350,15,Illi_066_02_33719,ILLINOIS,FIDELITY,211.0,JERSEY,,
Illinois,67,0,415,486,235,15,Illi_067_00_33721,ILLINOIS,FIELDON,227.0,JERSEY,,
Illinois,67,0,415,538,280,15,Illi_067_00_33724,ILLINOIS,FILLMORE,500.0,MONTGOMERY,,
Illinois,67,0,415,590,230,15,Illi_067_00_33727,ILLINOIS,FINDLAY,827.0,SHELBY,,
Illinois,67,0,415,707,260,15,Illi_067_00_33733,ILLINOIS,FISHER,700.0,CHAMPAIGN,,
Illinois,67,0,415,772,380,15,Illi_067_00_33736,ILLINOIS,FISHHOOK,122.0,PIKE,BAYLIS,R.D.
Illinois,67,0,415,798,250,15,Illi_067_00_33738,ILLINOIS,FITHIAN,309.0,VERMILION,,
Illinois,67,0,415,850,280,15,Illi_067_00_33741,ILLINOIS,FLANAGAN,600.0,LIVINGSTON,,
Illinois,67,0,415,915,260,15,Illi_067_00_33744,ILLINOIS,FLAT ROCK,840.0,CRAWFORD,,
Illinois,67,0,415,1084,200,15,Illi_067_00_33752,ILLINOIS,FLORA,2704.0,CLAY,,
Illinois,67,0,415,1292,480,15,Illi_067_00_33762,ILLINOIS,FLORID,,PUTNAM,HENNEPIN,R.D.
Illinois,67,0,415,1331,300,15,Illi_067_00_33764,ILLINOIS,FOOSLAND,250.0,CHAMPAIGN,,
Illinois,67,0,415,1383,280,15,Illi_067_00_33767,ILLINOIS,FOREST CITY,320.0,MASON,,
Illinois,67,0,415,1422,280,15,Illi_067_00_33770,ILLINOIS,FOREST PARK,6594.0,COOK,,
Illinois,67,0,415,1604,280,15,Illi_067_00_33779,ILLINOIS,FORREST,962.0,LIVINGSTON,,
Illinois,67,1,1114,555,330,16,Illi_067_01_33784,ILLINOIS,FORRESTON,1200.0,OGLE,,
Illinois,67,1,1114,651,300,16,Illi_067_01_33788,ILLINOIS,FORSYTH,200.0,MACON,,
Illinois,67,1,1114,699,450,16,Illi_067_01_33790,ILLINOIS,FOUNTAIN GREEN,250.0,HANCOCK,,
Illinois,67,1,1114,747,280,16,Illi_067_01_33792,ILLINOIS,FOWLER,164.0,ADAMS,,
Illinois,67,1,1114,795,280,16,Illi_067_01_33794,ILLINOIS,FOX LAKE,400.0,LAKE,,
Illinois,67,1,1114,843,300,16,Illi_067_01_33796,ILLINOIS,FRANKFORT,550.0,WILL,,
Illinois,67,1,1114,891,450,16,Illi_067_01_33798,ILLINOIS,FRANKFORT HEIGHTS,,FRANKLIN,,
Illinois,67,1,1114,971,330,16,Illi_067_01_33801,ILLINOIS,FRANKLIN,696.0,MORGAN,,
Illinois,67,1,1114,1051,380,16,Illi_067_01_33804,ILLINOIS,FRANKLIN GROVE,900.0,LEE,,
Illinois,67,1,1114,1147,380,16,Illi_067_01_33808,ILLINOIS,FRANKLIN PARK,683.0,COOK,,
Illinois,67,1,1114,1179,380,16,Illi_067_01_33810,ILLINOIS,FREDERICK,300.0,SCHUYLER,,
Illinois,67,1,1114,1211,400,16,Illi_067_01_33812,ILLINOIS,FREEBURG,1397.0,ST. CLAIR,,
Illinois,67,1,1114,1323,480,16,Illi_067_01_33817,ILLINOIS,FREEPORT,19293.0,STEPHENSON,,
Illinois,67,2,1754,1756,720,30,Illi_067_02_33862,ILLINOIS,FULLERSBURG,700.0,DUPAGE,HINSDALE,RD
Illinois,67,2,1754,1806,720,15,Illi_067_02_33864,ILLINOIS,FULTON,2174.0,WHITESIDE,,
Illinois,68,0,240,557,400,18,Illi_068_00_33871,ILLINOIS,GALATIA,745.0,SALINE,,
Illinois,68,0,240,677,450,18,Illi_068_00_33876,ILLINOIS,GALENA,4835.0,JO DAVIESS,,
Illinois,68,0,240,871,450,18,Illi_068_00_33884,ILLINOIS,GALESBURG,23923.0,KNOX,,
Illinois,68,1,865,1579,330,12,Illi_068_01_33935,ILLINOIS,GALVA,2498.0,HENRY,,
Illinois,68,1,865,1819,330,27,Illi_068_01_33945,ILLINOIS,GANNTOWN,70.0,JOHNSON,GRANTSBURG,PO
Illinois,68,1,865,1879,330,12,Illi_068_01_33947,ILLINOIS,GARDEN PRAIRIE,200.0,BOONE,,
Illinois,68,2,1505,484,330,15,Illi_068_02_33949,ILLINOIS,GARDNER,946.0,GRUNDY,,
Illinois,68,2,1505,559,350,15,Illi_068_02_33952,ILLINOIS,GARRETT,500.0,DOUGLAS,,
Illinois,68,2,1505,604,330,15,Illi_068_02_33954,ILLINOIS,GAYS,400.0,MOULTRIE,,
Illinois,68,2,1505,664,280,15,Illi_068_02_33957,ILLINOIS,GEFF,237.0,WAYNE,,
Illinois,68,2,1505,739,330,15,Illi_068_02_33960,ILLINOIS,GENESEO,3199.0,HENRY,,
Illinois,68,2,1505,949,300,15,Illi_068_02_33968,ILLINOIS,GENEVA,2451.0,KANE,,
Illinois,68,2,1505,1219,330,15,Illi_068_02_33978,ILLINOIS,GENOA,1257.0,DEKALB,,
Illinois,68,2,1505,1339,450,15,Illi_068_02_33983,ILLINOIS,GEORGETOWN,2307.0,VERMILION,,
Illinois,68,2,1505,1489,300,15,Illi_068_02_33989,ILLINOIS,GERLAW,65.0,WARREN,,
Illinois,68,2,1505,1534,380,15,Illi_068_02_33991,ILLINOIS,GERMANTOWN,711.0,CLINTON,,
Illinois,68,2,1505,1594,500,15,Illi_068_02_33994,ILLINOIS,GERMAN VALLEY,250.0,STEPHENSON,,
Illinois,68,2,1505,1639,380,15,Illi_068_02_33996,ILLINOIS,GIBSON CITY,2086.0,FORD,,
Illinois,68,2,1505,1774,400,15,Illi_068_02_34001,ILLINOIS,GIFFORD,500.0,CHAMPAIGN,,
Illinois,68,2,1505,1834,300,15,Illi_068_02_34004,ILLINOIS,GILBERTS,250.0,KANE,,
Illinois,69,0,405,482,345,11,Illi_069_00_34006,ILLINOIS,GILLESPIE,2241.0,MACOUPIN,,
Illinois,69,0,405,633,345,11,Illi_069_00_34014,ILLINOIS,GILMAN,1305.0,IROQUOIS,,
