publication,page_number,column,entryType,full_text,x,y,width,height,entry_id,state_name
Arkansas,15,1,CITY,"PANGBURN, 130, WHITE",836,1363,485,18,Arka_015_01_06281,ARKANSAS
Arkansas,15,1,CITY,"PARAGOULD, 7,500, GREENE",836,1533,585,18,Arka_015_01_06287,ARKANSAS
Arkansas,15,2,CITY,"PARIS, 1,497, LOGAN",1472,580,340,22,Arka_015_02_06307,ARKANSAS
Arkansas,15,2,CITY,"PARKDALE, 383, ASHLEY",1472,904,380,22,Arka_015_02_06317,ARKANSAS
Arkansas,15,2,CITY,"PARKIN, 150, CROSS",1472,1012,340,22,Arka_015_02_06321,ARKANSAS
Arkansas,15,2,CITY,"PARKS, 28, SCOTT",1472,1120,300,22,Arka_015_02_06325,ARKANSAS
Arkansas,15,2,CITY,"PATMOS, 200, HEMSTEAD",1472,1174,380,22,Arka_015_02_06328,ARKANSAS
Arkansas,15,2,CITY,"PEACH ORCHARD, 300, CLAY",1472,1228,420,22,Arka_015_02_06331,ARKANSAS
Arkansas,15,2,CITY,"PEA RIDGE, 200, BENTON",1472,1318,380,22,Arka_015_02_06335,ARKANSAS
Arkansas,15,2,CITY,"PEARSON, 10, CLEBURNE",1472,1390,380,22,Arka_015_02_06338,ARKANSAS
Arkansas,15,2,CITY,"PEEL, 65, MARION",1472,1426,300,22,Arka_015_02_06340,ARKANSAS
Arkansas,15,2,CITY,"PENDLETON, 25, DESHA",1472,1462,360,22,Arka_015_02_06342,ARKANSAS
Arkansas,15,2,CITY,"PERRY, 300, PERRY",1472,1498,300,22,Arka_015_02_06344,ARKANSAS
Arkansas,15,2,CITY,"PERRYVILLE, 355, PERRY",1472,1588,380,22,Arka_015_02_06348,ARKANSAS
Arkansas,15,2,CITY,"PETTIGREW, 425, MADISON",1472,1678,420,22,Arka_015_02_06352,ARKANSAS
Arkansas,15,2,CITY,"PFEIFFER, -, INDEPENDENCE",1472,1714,440,22,Arka_015_02_06354,ARKANSAS
Arkansas,15,2,CITY,"PHENIX, 40, LINCOLN",1472,1750,340,22,Arka_015_02_06356,ARKANSAS
Arkansas,15,2,CITY,"PIGGOTT, 1,150, CLAY",1472,1786,360,22,Arka_015_02_06358,ARKANSAS
Arkansas,16,0,CITY,"PINE BLUFF, 17,060, JEFFERSON",310,362,650,18,Arka_016_00_06367,ARKANSAS
Arkansas,16,1,CITY,"PINNACLE, - PULASKI",946,922,200,15,Arka_016_01_06421,ARKANSAS
Arkansas,16,1,CITY,"PLAINVIEW, 853, YELL",946,961,200,15,Arka_016_01_06423,ARKANSAS
Arkansas,16,1,CITY,"PLEASANT PLAINS, 151, INDEPENDENCE",946,1026,315,15,Arka_016_01_06428,ARKANSAS
Arkansas,16,1,CITY,"PLUM BAYOU, 15, JEFFERSON",946,1078,240,15,Arka_016_01_06431,ARKANSAS
Arkansas,16,1,CITY,"PLUMERVILLE, 495, CONWAY",946,1143,240,15,Arka_016_01_06434,ARKANSAS
Arkansas,16,1,CITY,"POCAHONTAS, 1,547, RANDOLPH",946,1234,280,15,Arka_016_01_06439,ARKANSAS
Arkansas,16,1,CITY,"POINT CEDAR, 25, HOT SPRING",946,1364,280,15,Arka_016_01_06446,ARKANSAS
Arkansas,16,1,CITY,"POINT PETER, 15, SEARCY",946,1390,240,15,Arka_016_01_06448,ARKANSAS
Arkansas,16,1,CITY,"POLLARD, 50, CLAY",946,1416,180,15,Arka_016_01_06450,ARKANSAS
Arkansas,16,1,CITY,"PONCA, - NEWTON",946,1455,180,15,Arka_016_01_06453,ARKANSAS
Arkansas,16,2,CITY,"POPLAR GROVE, 150, PHILLIPS",1590,272,480,18,Arka_016_02_06455,ARKANSAS
Arkansas,16,2,CITY,"PORTIA, 367, LAWRENCE",1590,317,350,18,Arka_016_02_06457,ARKANSAS
Arkansas,16,2,CITY,"PORTLAND, 823, ASHLEY",1590,377,350,18,Arka_016_02_06460,ARKANSAS
Arkansas,16,2,CITY,"POTTSVILLE, 205, POPE",1590,452,350,18,Arka_016_02_06464,ARKANSAS
Arkansas,16,2,CITY,"POUGHKEEPSIE, 200, SHARP",1590,527,400,18,Arka_016_02_06468,ARKANSAS
Arkansas,16,2,CITY,"POYEN, 30, GRANT",1590,572,300,18,Arka_016_02_06470,ARKANSAS
Arkansas,16,2,CITY,"PRAIRIE GROVE, 774, WASHINGTON",1590,617,500,18,Arka_016_02_06473,ARKANSAS
Arkansas,16,2,CITY,"PRAIRIE VIEW, 200, LOGAN",1590,707,400,18,Arka_016_02_06477,ARKANSAS
Arkansas,16,2,CITY,"PRATTSVILLE, 100, GRANT",1590,767,400,18,Arka_016_02_06481,ARKANSAS
Arkansas,16,2,CITY,"PRESCOTT, 2,705, NEVADA",1590,812,400,18,Arka_016_02_06484,ARKANSAS
Arkansas,16,2,CITY,"PRINCEDALE (LEVESQUE P.O.), 79, CROSS",1590,1112,550,33,Arka_016_02_06496,ARKANSAS
Arkansas,16,2,CITY,"PRINCETON, 132, DALLAS",1590,1157,350,18,Arka_016_02_06498,ARKANSAS
Arkansas,16,2,CITY,"PROCTOR, 140, CRITTENDEN",1590,1202,450,18,Arka_016_02_06500,ARKANSAS
Arkansas,16,2,CITY,"PROVO, 160, SEVIER",1590,1277,350,18,Arka_016_02_06503,ARKANSAS
Arkansas,16,2,CITY,"PYATT, 75, MARION",1590,1307,300,18,Arka_016_02_06505,ARKANSAS
Arkansas,16,2,CITY,"QUITMAN, 471, CLEBURNE",1590,1337,400,18,Arka_016_02_06507,ARKANSAS
Arkansas,16,2,CITY,"RAIFORD (HAMPTON P.O.), 300, CALHOUN",1590,1412,550,33,Arka_016_02_06512,ARKANSAS
Arkansas,16,2,CITY,"RAMSEY (FORDYCE P.O.), 25, DALLAS",1590,1457,550,18,Arka_016_02_06514,ARKANSAS
Arkansas,16,2,CITY,"RATCLIFF, 175, LOGAN",1590,1502,350,18,Arka_016_02_06517,ARKANSAS
Arkansas,16,2,CITY,"RAVENDEN, 350, LAWRENCE",1590,1547,450,18,Arka_016_02_06519,ARKANSAS
Arkansas,17,0,CITY,"RAVENDEN SPRINGS, 189, RANDOLPH",195,238,783,18,Arka_017_00_06522,ARKANSAS
Arkansas,17,0,CITY,"READLAND, 214, CHICOT",195,283,510,18,Arka_017_00_06525,ARKANSAS
Arkansas,17,0,CITY,"RECTOR, 1,859, CLAY",195,328,450,18,Arka_017_00_06527,ARKANSAS
Arkansas,17,0,CITY,"REDFIELD, 278, JEFFERSON",195,493,550,18,Arka_017_00_06535,ARKANSAS
Arkansas,17,0,CITY,"REDROCK, 10, NEWTON",195,583,450,18,Arka_017_00_06539,ARKANSAS
Arkansas,17,0,CITY,"RELFS BLUFF, 23, LINCOLN",195,613,550,18,Arka_017_00_06541,ARKANSAS
Arkansas,17,0,CITY,"REMMEL, 17, JACKSON",195,658,450,18,Arka_017_00_06543,ARKANSAS
Arkansas,17,0,CITY,"REYDEL, 30, JEFFERSON",195,688,500,18,Arka_017_00_06545,ARKANSAS
Arkansas,17,0,CITY,"REYNO, 290, RANDOLPH",195,718,500,18,Arka_017_00_06547,ARKANSAS
Arkansas,17,0,CITY,"RICHMOND, 300, LITTLE RIVER",195,823,650,18,Arka_017_00_06552,ARKANSAS
Arkansas,17,0,CITY,"RICHWOODS, 20, LAWRENCE",195,883,550,18,Arka_017_00_06555,ARKANSAS
Arkansas,17,0,CITY,"RING (WORTH P.O.), 26, RANDOLPH",195,928,700,18,Arka_017_00_06558,ARKANSAS
Arkansas,17,0,CITY,"RISON, 725, CLEVELAND",195,973,500,18,Arka_017_00_06561,ARKANSAS
Arkansas,17,0,CITY,"ROBINSON, 49, BENTON",195,1153,450,18,Arka_017_00_06569,ARKANSAS
Arkansas,17,0,CITY,"ROCKY (POTTER P.O.), 62, POLK",195,1183,650,18,Arka_017_00_06571,ARKANSAS
Arkansas,17,0,CITY,"ROGERS, 2,820, BENTON",195,1213,500,18,Arka_017_00_06573,ARKANSAS
Arkansas,17,0,CITY,"ROLAND, 25, PULASKI",195,1453,500,18,Arka_017_00_06585,ARKANSAS
Arkansas,17,0,CITY,"RONDO, 150, LEE",195,1528,400,18,Arka_017_00_06588,ARKANSAS
Arkansas,17,1,CITY,"ROSBORO, 320, PIKE",822,238,345,16,Arka_017_01_06591,ARKANSAS
Arkansas,17,1,CITY,"ROSE BUD, 100, WHITE",822,283,385,16,Arka_017_01_06594,ARKANSAS
Arkansas,17,1,CITY,"ROSIE, 75, INDEPENDENCE",822,358,445,16,Arka_017_01_06597,ARKANSAS
Arkansas,17,1,CITY,"ROSSTON, 200, NEVADA",822,403,395,16,Arka_017_01_06599,ARKANSAS
Arkansas,17,1,CITY,"ROUND POND, -, ST. FRANCIS",822,463,485,16,Arka_017_01_06602,ARKANSAS
Arkansas,17,1,CITY,"ROVER, 200, YELL",822,508,315,16,Arka_017_01_06604,ARKANSAS
Arkansas,17,1,CITY,"RUDDY, 93, CRAWFORD",822,553,385,16,Arka_017_01_06607,ARKANSAS
Arkansas,17,1,CITY,"RUSH, 75, MARION",822,613,335,16,Arka_017_01_06610,ARKANSAS
Arkansas,17,1,CITY,"RUSSELL, 147, WHITE",822,673,365,16,Arka_017_01_06613,ARKANSAS
Arkansas,17,1,CITY,"RUSSELLVILLE, 2,936, POPE",822,718,465,16,Arka_017_01_06615,ARKANSAS
Arkansas,17,1,CITY,"SAGE, 60, IZARD",822,1168,285,16,Arka_017_01_06633,ARKANSAS
Arkansas,17,1,CITY,"SALADO, 100, INDEPENDENCE",822,1213,465,16,Arka_017_01_06635,ARKANSAS
Arkansas,17,1,CITY,"SALEM, 800, FULTON",822,1243,365,16,Arka_017_01_06637,ARKANSAS
Arkansas,17,1,CITY,"SANDTOWN, 20, INDEPENDENCE",822,1303,485,16,Arka_017_01_06640,ARKANSAS
Arkansas,17,1,CITY,"SARATOGA, 400, HOWARD",822,1333,415,16,Arka_017_01_06642,ARKANSAS
Arkansas,17,1,CITY,"SARDIS (R.D., PATMOS), 40, HEMPSTEAD",822,1378,615,31,Arka_017_01_06645,ARKANSAS
Arkansas,17,1,CITY,"SCOTLAND, 100, VAN BUREN",822,1423,465,16,Arka_017_01_06647,ARKANSAS
Arkansas,17,1,CITY,"SCOTT, 85, PULASKI",822,1498,345,16,Arka_017_01_06652,ARKANSAS
Arkansas,17,2,CITY,"SCOTTSVILLE, 115, POPE",1458,321,410,18,Arka_017_02_06660,ARKANSAS
Arkansas,17,2,CITY,"SCRANTON, -, LOGAN",1458,351,350,18,Arka_017_02_06662,ARKANSAS
Arkansas,17,2,CITY,"SEARCY, 2,331, WHITE",1458,441,380,18,Arka_017_02_06666,ARKANSAS
Arkansas,17,2,CITY,"SEYPPEL, 250, CRITTENDEN",1458,701,450,18,Arka_017_02_06677,ARKANSAS
Arkansas,17,2,CITY,"SHARK, 40, YELL",1458,781,280,18,Arka_017_02_06681,ARKANSAS
Arkansas,17,2,CITY,"SHARP, 27, INDEPENDENCE",1458,811,450,18,Arka_017_02_06683,ARKANSAS
Arkansas,17,2,CITY,"SHAWMUT, 60, PIKE",1458,861,320,18,Arka_017_02_06685,ARKANSAS
Arkansas,17,2,CITY,"SHERIDAN, 481, GRANT",1458,891,380,18,Arka_017_02_06687,ARKANSAS
Arkansas,17,2,CITY,"SHERRILL, 350, JEFFERSON",1458,1031,450,18,Arka_017_02_06693,ARKANSAS
Arkansas,17,2,CITY,"SHILOH, 251, CLEBURNE",1458,1111,400,18,Arka_017_02_06697,ARKANSAS
Arkansas,17,2,CITY,"SHIRLEY, -, VAN BUREN",1458,1171,400,18,Arka_017_02_06700,ARKANSAS
Arkansas,17,2,CITY,"SHULER (EL DORADO P.O.), 30, UNION",1458,1281,658,18,Arka_017_02_06706,ARKANSAS
Arkansas,17,2,CITY,"SIDNEY, 100, SHARP",1458,1331,350,18,Arka_017_02_06708,ARKANSAS
Arkansas,17,2,CITY,"SIDON, 1,100, WHITE",1458,1361,350,18,Arka_017_02_06710,ARKANSAS
Arkansas,17,2,CITY,"SILEX (LAMAR P.O.), 35, POPE",1458,1391,550,18,Arka_017_02_06712,ARKANSAS
Arkansas,17,2,CITY,"SILOAM SPRINGS, 2,405, BENTON",1458,1456,550,18,Arka_017_02_06716,ARKANSAS
Arkansas,18,0,CITY,"SILVER, 56, MONTGOMERY",315,402,450,25,Arka_018_00_06727,ARKANSAS
Arkansas,18,0,CITY,"SLOCOMB, 100, SALINE",315,427,450,25,Arka_018_00_06729,ARKANSAS
Arkansas,18,0,CITY,"SMACKOVER, 150, UNION",315,464,450,25,Arka_018_00_06731,ARKANSAS
Arkansas,18,0,CITY,"SMEAD, 50, CALHOUN",315,502,450,25,Arka_018_00_06734,ARKANSAS
Arkansas,18,0,CITY,"SMITHVILLE, 300, LAWRENCE",315,527,450,25,Arka_018_00_06736,ARKANSAS
Arkansas,18,0,CITY,"SNOWBALL, 55, SEARCY",315,577,450,25,Arka_018_00_06740,ARKANSAS
Arkansas,18,0,CITY,"SNOW LAKE, -, DESHA",315,627,450,25,Arka_018_00_06744,ARKANSAS
Arkansas,18,0,CITY,"SOLGOHACHIA, 100, CONWAY",315,664,450,25,Arka_018_00_06746,ARKANSAS
Arkansas,18,0,CITY,"SONORA, 10, WASHINGTON",315,689,450,25,Arka_018_00_06748,ARKANSAS
Arkansas,18,0,CITY,"SOUDAN, -, LEE",315,727,450,25,Arka_018_00_06750,ARKANSAS
Arkansas,18,0,CITY,"SPADRA, 600, JOHNSON",315,752,450,25,Arka_018_00_06752,ARKANSAS
Arkansas,18,0,CITY,"SPARKMAN, 35, DALLAS",315,777,450,25,Arka_018_00_06754,ARKANSAS
Arkansas,18,0,CITY,"SPIELERVILLE, 100, LOGAN",315,852,450,25,Arka_018_00_06758,ARKANSAS
Arkansas,18,0,CITY,"SPRINGDALE, 1,755, WASHINGTON",315,889,665,25,Arka_018_00_06760,ARKANSAS
Arkansas,18,0,CITY,"SPRINGFIELD, 300, CONWAY",315,1027,450,25,Arka_018_00_06768,ARKANSAS
Arkansas,18,0,CITY,"SPRING HILL (R.D., HOPE), 150, HEMPSTEAD",315,1052,665,37,Arka_018_00_06770,ARKANSAS
Arkansas,18,0,CITY,"SPRINGTOWN, 140, BENTON",315,1102,450,25,Arka_018_00_06773,ARKANSAS
Arkansas,18,0,CITY,"SPRING VALLEY, 30, WASHINGTON",315,1139,665,25,Arka_018_00_06775,ARKANSAS
Arkansas,18,0,CITY,"ST. CHARLES, 150, ARKANSAS",315,1177,450,25,Arka_018_00_06778,ARKANSAS
Arkansas,18,0,CITY,"ST. FRANCIS, 459, CLAY",315,1227,450,25,Arka_018_00_06782,ARKANSAS
Arkansas,18,0,CITY,"ST. JOE, 159, SEARCY",315,1264,450,25,Arka_018_00_06784,ARKANSAS
Arkansas,18,0,CITY,"ST. PAUL, 430, MADISON",315,1339,450,25,Arka_018_00_06789,ARKANSAS
Arkansas,18,0,CITY,"ST. THOMAS, 50, MISSISSIPPI",315,1377,450,25,Arka_018_00_06792,ARKANSAS
Arkansas,18,0,CITY,"STAFFORD, 32, YELL",315,1402,450,25,Arka_018_00_06794,ARKANSAS
Arkansas,18,1,CITY,"STAMPS, 2,316, LAFAYETTE",959,349,514,18,Arka_018_01_06796,ARKANSAS
Arkansas,18,1,CITY,"STANFORD (R.D., WALCOTT), 9, GREENE",959,561,618,18,Arka_018_01_06805,ARKANSAS
Arkansas,18,1,CITY,"STAR CITY, 396, LINCOLN",959,606,454,18,Arka_018_01_06808,ARKANSAS
Arkansas,18,1,CITY,"STELLA, 35, IZARD",959,726,314,18,Arka_018_01_06815,ARKANSAS
Arkansas,18,1,CITY,"STEPHENS, 572, OUACHITA",959,756,454,18,Arka_018_01_06817,ARKANSAS
Arkansas,18,1,CITY,"STEP ROCK, 15, WHITE",959,891,414,18,Arka_018_01_06823,ARKANSAS
Arkansas,18,1,CITY,"STRAWBERRY, 100, LAWRENCE",959,936,514,18,Arka_018_01_06825,ARKANSAS
Arkansas,18,1,CITY,"STRONG, 465, UNION",959,966,414,18,Arka_018_01_06827,ARKANSAS
Arkansas,18,1,CITY,"STUTTGART, 2,740, ARKANSAS",959,1086,514,18,Arka_018_01_06832,ARKANSAS
Arkansas,18,1,CITY,"SUCCESS, 379, CLAY",959,1326,414,18,Arka_018_01_06841,ARKANSAS
Arkansas,18,1,CITY,"SUGAR GROVE, 200, LOGAN",959,1416,454,18,Arka_018_01_06845,ARKANSAS
Arkansas,18,1,CITY,"SULPHUR CITY, 58, WASHINGTON",959,1446,554,18,Arka_018_01_06847,ARKANSAS
Arkansas,18,1,CITY,"SULPHUR ROCK, 252, INDEPENDENCE",959,1476,618,18,Arka_018_01_06849,ARKANSAS
Arkansas,18,1,CITY,"SULPHUR SPRINGS, 500, BENTON",959,1566,554,18,Arka_018_01_06854,ARKANSAS
Arkansas,18,1,CITY,"SUNNYSIDE, 475, CHICOT",959,1641,454,18,Arka_018_01_06858,ARKANSAS
Arkansas,18,1,CITY,"SUTTON (R.D., EMMETT), 75, NEVADA",959,1686,618,18,Arka_018_01_06860,ARKANSAS
Arkansas,18,2,CITY,"SWAN LAKE, 250, JEFFERSON",1602,343,350,15,Arka_018_02_06862,ARKANSAS
Arkansas,18,2,CITY,"SWARTS (INGRAM P.O.), 17, RANDOLPH",1602,368,380,15,Arka_018_02_06864,ARKANSAS
Arkansas,18,2,CITY,"SWEDEN, 10, JEFFERSON",1602,393,250,15,Arka_018_02_06866,ARKANSAS
Arkansas,18,2,CITY,"SWEET HOME, 100, PULASKI",1602,430,300,15,Arka_018_02_06868,ARKANSAS
Arkansas,18,2,CITY,"SWIFTON, 290, JACKSON",1602,455,280,15,Arka_018_02_06870,ARKANSAS
Arkansas,18,2,CITY,"TARRY, 18, LINCOLN",1602,518,220,15,Arka_018_02_06874,ARKANSAS
Arkansas,18,2,CITY,"TAYLOR, 100, COLUMBIA",1602,543,280,15,Arka_018_02_06876,ARKANSAS
Arkansas,18,2,CITY,"TEXARKANA, 5,655, MILLER",1602,593,320,15,Arka_018_02_06880,ARKANSAS
Arkansas,18,2,CITY,"THORTON, 611, CALHOUN",1602,1380,280,15,Arka_018_02_06912,ARKANSAS
Arkansas,18,2,CITY,"THREE CREEKS (WESSON P. O.), 150, UNION",1602,1468,380,27,Arka_018_02_06917,ARKANSAS
Arkansas,19,0,CITY,"TICHNOR, 46, ARKANSAS",185,238,285,15,Arka_019_00_06919,ARKANSAS
Arkansas,19,0,CITY,"TILLAR, 180, DREW",185,283,225,15,Arka_019_00_06921,ARKANSAS
Arkansas,19,0,CITY,"TIMBO, 100, STONE",185,433,225,15,Arka_019_00_06927,ARKANSAS
Arkansas,19,0,CITY,"TINSMAN, 200, CALHOUN",185,478,285,15,Arka_019_00_06929,ARKANSAS
Arkansas,19,0,CITY,"TOKIO, 30, HEMPSTEAD",185,508,265,15,Arka_019_00_06931,ARKANSAS
Arkansas,19,0,CITY,"TOMBERLINS (ENGLAND P.O.); 100, LONOKE",185,538,415,30,Arka_019_00_06933,ARKANSAS
Arkansas,19,0,CITY,"TRASKWOOD, 228, SALINE",185,613,295,15,Arka_019_00_06936,ARKANSAS
Arkansas,19,0,CITY,"TRUMANN, 300, POINSETT",185,658,295,15,Arka_019_00_06938,ARKANSAS
Arkansas,19,0,CITY,"TUBAL (THREE CREEKS P.O.), 25, UNION",185,748,415,15,Arka_019_00_06943,ARKANSAS
Arkansas,19,0,CITY,"TUCKER, 200, JEFFERSON",185,808,295,15,Arka_019_00_06946,ARKANSAS
Arkansas,19,0,CITY,"TUCKERMAN, 583, JACKSON",185,898,315,15,Arka_019_00_06951,ARKANSAS
Arkansas,19,0,CITY,"TUPELO, 205, JACKSON",185,1048,285,15,Arka_019_00_06957,ARKANSAS
Arkansas,19,0,CITY,"TURNER, 100, PHILLIPS",185,1108,285,15,Arka_019_00_06961,ARKANSAS
Arkansas,19,0,CITY,"TURRELL, 200, CRITTENDEN",185,1153,315,15,Arka_019_00_06964,ARKANSAS
Arkansas,19,0,CITY,"TYRONZA, 250, POINSETT",185,1243,295,15,Arka_019_00_06969,ARKANSAS
Arkansas,19,0,CITY,"ULM, 115, PRAIRIE",185,1303,225,15,Arka_019_00_06972,ARKANSAS
Arkansas,19,0,CITY,"UNIONTOWN, 150, CRAWFORD",185,1333,315,15,Arka_019_00_06974,ARKANSAS
Arkansas,19,0,CITY,"UPLAND. 52, UNION",185,1408,225,15,Arka_019_00_06978,ARKANSAS
Arkansas,19,0,CITY,"VALLEY SPRINGS, 200, BOONE",185,1438,315,15,Arka_019_00_06980,ARKANSAS
Arkansas,19,0,CITY,"VAN BUREN, 3,878, CRAWFORD",185,1468,345,15,Arka_019_00_06982,ARKANSAS
Arkansas,19,1,CITY,"VANDERVOORT, 500, POLK",815,390,330,15,Arka_019_01_06993,ARKANSAS
Arkansas,19,1,CITY,"VANNDALE, 500, CROSS",815,435,330,15,Arka_019_01_06996,ARKANSAS
Arkansas,19,1,CITY,"VARNER, 920, LINCOLN",815,465,330,15,Arka_019_01_06998,ARKANSAS
Arkansas,19,1,CITY,"VICK, 250, BRADLEY",815,510,330,15,Arka_019_01_07000,ARKANSAS
Arkansas,19,1,CITY,"VILLAGE, 100, COLUMBIA",815,555,330,15,Arka_019_01_07002,ARKANSAS
Arkansas,19,1,CITY,"VILONIA, 54, FAULKNER",815,600,330,15,Arka_019_01_07004,ARKANSAS
Arkansas,19,1,CITY,"VINCENT, 200, CRITTENDEN",815,705,330,15,Arka_019_01_07009,ARKANSAS
Arkansas,19,1,CITY,"VINEYARD (RONDO P.O.), 250, LEE",815,750,330,15,Arka_019_01_07011,ARKANSAS
Arkansas,19,1,CITY,"VIOLA, 275, FULTON",815,795,330,15,Arka_019_01_07013,ARKANSAS
Arkansas,19,1,CITY,"VIOLET HILL, 75, IZARD",815,825,330,15,Arka_019_01_07015,ARKANSAS
Arkansas,19,1,CITY,"WABASH, 100, PHILLIPS",815,855,330,15,Arka_019_01_07017,ARKANSAS
Arkansas,19,1,CITY,"WABBASEKA, 450, JEFFERSON",815,915,330,15,Arka_019_01_07019,ARKANSAS
Arkansas,19,1,CITY,"WAKE (HAND P.O.), 18, BAXTER",815,990,330,15,Arka_019_01_07023,ARKANSAS
Arkansas,19,1,CITY,"WALCOTT, 149, GREENE",815,1020,330,15,Arka_019_01_07025,ARKANSAS
Arkansas,19,1,CITY,"WALDO, 597, COLUMBIA",815,1065,330,15,Arka_019_01_07027,ARKANSAS
Arkansas,19,1,CITY,"WALDRON, 900, SCOTT",815,1185,330,15,Arka_019_01_07032,ARKANSAS
Arkansas,19,1,CITY,"WALNUT HILL (BRADLEY P.O.), 300, LAFAYETTE",815,1350,330,30,Arka_019_01_07041,ARKANSAS
Arkansas,19,1,CITY,"WALNUT RIDGE, 1,798, LAWRENCE",815,1395,330,15,Arka_019_01_07043,ARKANSAS
Arkansas,19,2,CITY,"WALNUT TREE, 200, YELL",1458,328,218,14,Arka_019_02_07056,ARKANSAS
Arkansas,19,2,CITY,"WARD, 210, LONOKE",1458,351,185,14,Arka_019_02_07058,ARKANSAS
Arkansas,19,2,CITY,"WAREAGLE, 195, BENTON",1458,374,215,14,Arka_019_02_07060,ARKANSAS
Arkansas,19,2,CITY,"WARM SPRINGS, 100, RANDOLPH",1458,397,285,14,Arka_019_02_07062,ARKANSAS
Arkansas,19,2,CITY,"WARREN, 2,057, BRADLEY",1458,431,235,14,Arka_019_02_07065,ARKANSAS
Arkansas,19,2,CITY,"WASHINGTON, 399, HEMPSTEAD",1458,638,285,14,Arka_019_02_07078,ARKANSAS
Arkansas,19,2,CITY,"WASHITA, 40, MONTGOMERY",1458,661,245,14,Arka_019_02_07080,ARKANSAS
Arkansas,19,2,CITY,"WATALULA, 28, FRANKLIN",1458,696,235,14,Arka_019_02_07083,ARKANSAS
Arkansas,19,2,CITY,"WATERVALLEY, 16, RANDOLPH",1458,719,265,14,Arka_019_02_07085,ARKANSAS
Arkansas,19,2,CITY,"WATSON, 50, DESHA",1458,742,185,14,Arka_019_02_07087,ARKANSAS
Arkansas,19,2,CITY,"WATTENSAW, 25, LONOKE",1458,776,235,14,Arka_019_02_07090,ARKANSAS
Arkansas,19,2,CITY,"WAVELAND, 90, YELL",1458,799,185,14,Arka_019_02_07092,ARKANSAS
Arkansas,19,2,CITY,"WEBB CITY, 200, FRANKLIN",1458,834,245,14,Arka_019_02_07094,ARKANSAS
Arkansas,19,2,CITY,"WEDINGTON (R.D., RHEA), 50, WASHINGTON",1458,857,348,25,Arka_019_02_07096,ARKANSAS
Arkansas,19,2,CITY,"WEEKS, 60, SCOTT",1458,891,185,14,Arka_019_02_07098,ARKANSAS
Arkansas,19,2,CITY,"WEINER, 232, POINSETT",1458,914,235,14,Arka_019_02_07100,ARKANSAS
Arkansas,19,2,CITY,"WELCOME (TAYLOR P.O.), 32, COLUMBIA",1458,949,348,14,Arka_019_02_07102,ARKANSAS
Arkansas,19,2,CITY,"WELDON, 250, JACKSON",1458,972,215,14,Arka_019_02_07104,ARKANSAS
Arkansas,19,2,CITY,"WESLEY, 100, MADISON",1458,1006,215,14,Arka_019_02_07107,ARKANSAS
Arkansas,19,2,CITY,"WESSON, 694, UNION",1458,1029,185,14,Arka_019_02_07109,ARKANSAS
Arkansas,19,2,CITY,"WESTERN GROVE, 100, NEWTON",1458,1098,285,14,Arka_019_02_07113,ARKANSAS
Arkansas,19,2,CITY,"WEST FORK, 200, WASHINGTON",1458,1144,285,14,Arka_019_02_07116,ARKANSAS
Arkansas,19,2,CITY,"WEST HELENA (HELENA P.O.), -, PHILLIPS",1458,1190,348,26,Arka_019_02_07119,ARKANSAS
Arkansas,20,0,CITY,"WEST POINT, 116, WHITE",265,352,415,20,Arka_020_00_07123,ARKANSAS
Arkansas,20,0,CITY,"WHEETLEY, 330, ST. FRANCIS",265,460,545,20,Arka_020_00_07126,ARKANSAS
Arkansas,20,0,CITY,"WHELEN SPRINGS, 250, CLARK",265,546,555,20,Arka_020_00_07130,ARKANSAS
Arkansas,20,0,CITY,"WHITE, 200, ASHLEY",265,633,365,20,Arka_020_00_07134,ARKANSAS
Arkansas,20,0,CITY,"WHITEROCK (MULBERRY P.O.), 100, FRANKLIN",265,678,715,41,Arka_020_00_07136,ARKANSAS
Arkansas,20,0,CITY,"WHITTON, 25, MISSISSIPPI",265,747,495,20,Arka_020_00_07138,ARKANSAS
Arkansas,20,0,CITY,"WICKES, 275, POLK",265,793,355,20,Arka_020_00_07140,ARKANSAS
Arkansas,20,0,CITY,"WIDEMAN, 200, IZARD",265,861,385,20,Arka_020_00_07142,ARKANSAS
Arkansas,20,0,CITY,"WIDENER, 245, ST. FRANCIS",265,908,505,20,Arka_020_00_07144,ARKANSAS
Arkansas,20,0,CITY,"WILLIFORD, 100, SHARP",265,1018,415,20,Arka_020_00_07147,ARKANSAS
Arkansas,20,0,CITY,"WILLISVILLE (R.D., ROSSTON), 50, NEVADA",265,1085,715,41,Arka_020_00_07150,ARKANSAS
Arkansas,20,0,CITY,"WILLOW, 71, DALLAS",265,1175,375,20,Arka_020_00_07153,ARKANSAS
Arkansas,20,0,CITY,"WILMAR, 929, DREW",265,1242,365,20,Arka_020_00_07155,ARKANSAS
Arkansas,20,1,CITY,"WILMOT, 622, ASHLEY",920,418,300,20,Arka_020_01_07159,ARKANSAS
Arkansas,20,1,CITY,"WILSON, 500, MISSISSIPPI",920,704,350,20,Arka_020_01_07167,ARKANSAS
Arkansas,20,1,CITY,"WILTON, 294, LITTLE RIVER",920,792,350,20,Arka_020_01_07170,ARKANSAS
Arkansas,20,1,CITY,"WINCHESTER, 300, DREW",920,836,350,20,Arka_020_01_07172,ARKANSAS
Arkansas,20,1,CITY,"WINFIELD, 25, SCOTT",920,946,300,20,Arka_020_01_07175,ARKANSAS
