publication,page_number,column,x,y,width,height,entry_id,state_name,name,population,county_name,post_reference,post_reference_type
Alabama,13,2,1613,1426,250,20,Alab_013_02_01330,ALABAMA,LOCAL,12,ESCAMBIA,,
Alabama,13,2,1613,1504,300,20,Alab_013_02_01332,ALABAMA,LOCKHART,,COVINGTON,,
Alabama,13,2,1613,1582,300,20,Alab_013_02_01334,ALABAMA,LOUISVILLE,483,BARBOUR,,
Alabama,13,2,1613,1764,350,20,Alab_013_02_01339,ALABAMA,LOWER PEACH TREE,700,WILCOX,,
Alabama,13,2,1613,1920,250,20,Alab_013_02_01344,ALABAMA,LOWREY,80,GENEVA,,
Alabama,13,2,1613,1972,350,20,Alab_013_02_01346,ALABAMA,LOWNDESBORO,400,LOWNDES,,
Alabama,13,2,1613,2154,250,20,Alab_013_02_01351,ALABAMA,LOXLEY,70,BALDWIN,,
Alabama,13,2,1613,2232,350,20,Alab_013_02_01353,ALABAMA,LUVERNE,1384,CRENSHAW,,
Alabama,13,2,1613,2544,250,20,Alab_013_02_01361,ALABAMA,LYNN,60,WINSTON,,
Alabama,14,0,245,254,265,14,Alab_014_00_01363,ALABAMA,MABEN,200,JEFFERSON,,
Alabama,14,0,245,291,265,14,Alab_014_00_01365,ALABAMA,MADISON,426,MADISON,,
Alabama,14,0,245,391,265,14,Alab_014_00_01370,ALABAMA,MADRID,100,HOUSTON,,
Alabama,14,0,245,441,265,14,Alab_014_00_01373,ALABAMA,MAGNOLIA,500,MARENGO,,
Alabama,14,0,245,466,385,14,Alab_014_00_01375,ALABAMA,MAGNOLIA SPRINGS,200,BALDWIN,,
Alabama,14,0,245,528,265,14,Alab_014_00_01378,ALABAMA,MALONE,255,RANDOLPH,,
Alabama,14,0,245,591,265,14,Alab_014_00_01381,ALABAMA,MALVERN,100,GENEVA,,
Alabama,14,0,245,641,265,14,Alab_014_00_01384,ALABAMA,MANCHESTER,500,WALKER,,
Alabama,14,0,245,691,265,14,Alab_014_00_01387,ALABAMA,MAPLESVILLE,500,CHILTON,,
Alabama,14,0,245,766,265,14,Alab_014_00_01391,ALABAMA,MARGARET,600,ST. CLAIR,,
Alabama,14,0,245,803,265,14,Alab_014_00_01393,ALABAMA,MARION,1834,PERRY,,
Alabama,14,0,245,941,385,14,Alab_014_00_01400,ALABAMA,MARION JUNCTION,200,DALLAS,,
Alabama,14,0,245,1003,385,14,Alab_014_00_01403,ALABAMA,MAROS,100,MONROE,LOCAL,P.O.
Alabama,14,0,245,1028,265,14,Alab_014_00_01405,ALABAMA,MARVEL,400,BIBB,,
Alabama,14,0,245,1066,265,14,Alab_014_00_01407,ALABAMA,MAUD,39,COLBERT,,
Alabama,14,0,245,1091,265,14,Alab_014_00_01409,ALABAMA,MAYLENE,350,SHELBY,,
Alabama,14,0,245,1128,265,14,Alab_014_00_01411,ALABAMA,MAYSVILLE,218,MADISON,,
Alabama,14,0,245,1166,265,14,Alab_014_00_01413,ALABAMA,McCULLOUGH,,ESCAMBIA,,
Alabama,14,0,245,1203,265,14,Alab_014_00_01415,ALABAMA,McFALL,820,CALHOUN,,
Alabama,14,0,245,1266,265,14,Alab_014_00_01418,ALABAMA,McKENZIE,75,BUTLER,,
Alabama,14,0,245,1316,265,14,Alab_014_00_01421,ALABAMA,McKINLEY,0,MARENGO,,
Alabama,14,1,885,253,260,15,Alab_014_01_01424,ALABAMA,McSHAN,15,PICKENS,,
Alabama,14,1,885,313,280,15,Alab_014_01_01427,ALABAMA,McWILLIAMS,184,WILCOX,,
Alabama,14,1,885,343,250,15,Alab_014_01_01429,ALABAMA,MELBORNE,30,LAMAR,,
Alabama,14,1,885,388,240,15,Alab_014_01_01432,ALABAMA,MELVIN,75,CHOCTAW,,
Alabama,14,1,885,463,310,15,Alab_014_01_01435,ALABAMA,MERIDIANVILLE,185,MADISON,,
Alabama,14,1,885,508,270,15,Alab_014_01_01437,ALABAMA,MIDLAND CITY,539,DALE,,
Alabama,14,1,885,628,230,15,Alab_014_01_01442,ALABAMA,MIDWAY,0,BULLOCK,,
Alabama,14,1,885,673,240,15,Alab_014_01_01444,ALABAMA,MILLERVILLE,60,CLAY,,
Alabama,14,1,885,718,260,15,Alab_014_01_01446,ALABAMA,MILLPORT,529,LAMAR,,
Alabama,14,1,885,853,290,15,Alab_014_01_01452,ALABAMA,MILLRY,100,WASHINGTON,,
Alabama,14,1,885,883,270,15,Alab_014_01_01454,ALABAMA,MILLTOWN,100,CHAMBERS,,
Alabama,14,1,885,928,260,15,Alab_014_01_01456,ALABAMA,MOBILE,56536,MOBILE,,
Alabama,15,1,862,649,214,12,Alab_015_01_01552,ALABAMA,MONROEVILLE,616,MONROE,,
Alabama,15,1,862,721,204,12,Alab_015_01_01556,ALABAMA,MONTEVALLO,923,SHELBY,,
Alabama,15,1,862,841,274,12,Alab_015_01_01562,ALABAMA,MONTGOMERY,42531,MONTGOMERY,,
Alabama,16,1,921,280,245,15,Alab_016_01_01618,ALABAMA,MOORES BRIDGE,300,TUSCALOOSA,,
Alabama,16,1,921,340,245,15,Alab_016_01_01621,ALABAMA,MOORESVILLE,137,LIMESTONE,,
Alabama,16,1,921,385,245,15,Alab_016_01_01624,ALABAMA,MORRIS,299,JEFFERSON,,
Alabama,16,1,921,475,245,15,Alab_016_01_01628,ALABAMA,MORVIN,48,CLARKE,,
Alabama,16,1,921,505,245,15,Alab_016_01_01630,ALABAMA,MOTLEY,100,CLAY,WADLEY,R.D.
Alabama,16,1,921,550,245,15,Alab_016_01_01632,ALABAMA,MOULTON,354,LAWRENCE,,
Alabama,16,1,921,715,245,15,Alab_016_01_01639,ALABAMA,MOUNDVILLE,253,HALE,,
Alabama,16,1,921,790,245,15,Alab_016_01_01642,ALABAMA,MOUNTAIN CREEK,300,CHILTON,,
Alabama,16,1,921,865,245,15,Alab_016_01_01646,ALABAMA,MT. HOPE,300,LAWRENCE,,
Alabama,16,1,921,925,245,15,Alab_016_01_01649,ALABAMA,MT. MEIGS,150,MONTGOMERY,,
Alabama,16,1,921,955,245,15,Alab_016_01_01651,ALABAMA,MT. STERLING,100,CHOCTAW,,
Alabama,16,1,921,1000,245,15,Alab_016_01_01653,ALABAMA,MT. VERNON,800,MOBILE,,
Alabama,16,1,921,1150,245,15,Alab_016_01_01658,ALABAMA,MT. WILLING,231,LOWNDES,,
Alabama,16,1,921,1225,245,15,Alab_016_01_01661,ALABAMA,MULGA,0,JEFFERSON,,
Alabama,16,1,921,1300,245,15,Alab_016_01_01664,ALABAMA,MUNFORD,400,TALLADEGA,,
Alabama,16,1,921,1345,245,15,Alab_016_01_01666,ALABAMA,MURRY CROSS,100,ETOWAH,,
Alabama,16,1,921,1390,245,15,Alab_016_01_01668,ALABAMA,MUSCADINE,130,CLEBURNE,,
Alabama,16,1,921,1450,245,15,Alab_016_01_01670,ALABAMA,MUSCLE SHOALS,0,COLBERT,,
Alabama,16,1,921,1495,245,15,Alab_016_01_01672,ALABAMA,MYRTLEWOOD,150,MARENGO,,
Alabama,16,1,921,1570,245,15,Alab_016_01_01675,ALABAMA,NADAWAH,10,MONROE,,
Alabama,17,0,275,307,315,16,Alab_017_00_01677,ALABAMA,OAKMAN,1065,WALKER,,
Alabama,17,0,275,403,335,16,Alab_017_00_01682,ALABAMA,ODENVILLE,75,ST. CLAIR,,
Alabama,17,0,275,487,505,28,Alab_017_00_01686,ALABAMA,OFELIA,18,RANDOLPH,LINEVILLE,R.D.
Alabama,17,0,275,523,315,16,Alab_017_00_01688,ALABAMA,OHATCHEE,40,CALHOUN,,
Alabama,17,0,275,547,255,16,Alab_017_00_01690,ALABAMA,OMEGA,50,BULLOCK,,
Alabama,17,0,275,571,305,16,Alab_017_00_01692,ALABAMA,ONEONTA,609,BLOUNT,,
Alabama,17,0,275,691,255,16,Alab_017_00_01698,ALABAMA,OPELIKA,4734,LEE,,
Alabama,17,0,275,967,255,16,Alab_017_00_01713,ALABAMA,OPP,863,COVINGTON,,
Alabama,17,0,275,1051,305,16,Alab_017_00_01718,ALABAMA,ORRVILLE,255,DALLAS,,
Alabama,17,0,275,1147,315,16,Alab_017_00_01723,ALABAMA,OXFORD,1090,CALHOUN,,
Alabama,17,0,275,1243,335,16,Alab_017_00_01729,ALABAMA,OXMOOR,556,JEFFERSON,,
Alabama,17,0,275,1279,255,16,Alab_017_00_01731,ALABAMA,OZARK,2229,DALE,,
Alabama,17,1,960,429,180,15,Alab_017_01_01743,ALABAMA,PAINTER,25,DEKALB,,
Alabama,17,1,960,459,210,15,Alab_017_01_01745,ALABAMA,PAINT ROCK,534,JACKSON,,
Alabama,17,1,960,504,190,15,Alab_017_01_01747,ALABAMA,PALOS,200,JEFFERSON,,
Alabama,17,1,960,549,180,15,Alab_017_01_01749,ALABAMA,PANOLA,190,SUMTER,,
Alabama,17,1,960,594,190,15,Alab_017_01_01751,ALABAMA,PANSEY,106,HOUSTON,,
Alabama,17,1,960,654,170,15,Alab_017_01_01754,ALABAMA,PARRISH,10,WALKER,,
Alabama,17,1,960,759,210,15,Alab_017_01_01758,ALABAMA,PATSBURG,150,CRENSHAW,,
Alabama,17,1,960,804,180,15,Alab_017_01_01760,ALABAMA,PATTON,300,WALKER,,
Alabama,17,1,960,849,285,15,Alab_017_01_01762,ALABAMA,PEADRO,25,BALDWIN,LOXLEY,P.O.
Alabama,17,1,960,894,220,15,Alab_017_01_01764,ALABAMA,PELL CITY,530,ST. CLAIR,,
Alabama,17,1,960,999,210,15,Alab_017_01_01769,ALABAMA,PENNINGTON,165,CHOCTAW,,
Alabama,17,1,960,1074,285,15,Alab_017_01_01772,ALABAMA,PERA,120,GENEVA,KINGSTON,R.D.
Alabama,17,1,960,1104,240,15,Alab_017_01_01774,ALABAMA,PERDIDO STATION,75,BALDWIN,,
Alabama,17,1,960,1149,210,15,Alab_017_01_01776,ALABAMA,PERDUE HILL,282,MONROE,,
Alabama,17,1,960,1254,190,15,Alab_017_01_01780,ALABAMA,PEROTE,195,BULLOCK,,
Alabama,17,1,960,1299,190,15,Alab_017_01_01782,ALABAMA,PERRYVILLE,100,PERRY,,
Alabama,17,1,960,1329,190,15,Alab_017_01_01784,ALABAMA,PETERMAN,50,MONROE,,
Alabama,17,1,960,1374,210,15,Alab_017_01_01786,ALABAMA,PETREY,200,CRENSHAW,,
Alabama,17,1,960,1404,240,15,Alab_017_01_01788,ALABAMA,PHIL. CAMPBELL,60,FRANKLIN,,
Alabama,17,1,960,1539,180,15,Alab_017_01_01793,ALABAMA,PHOENIX,4555,LEE,,
Alabama,17,1,960,1614,220,15,Alab_017_01_01797,ALABAMA,PICKENSVILLE,214,PICKENS,,
Alabama,17,2,1608,306,320,20,Alab_017_02_01799,ALABAMA,PIEDMONT,2226,CALHOUN,,
Alabama,17,2,1608,566,320,20,Alab_017_02_01808,ALABAMA,PIGEON CREEK,0,BUTLER,,
Alabama,17,2,1608,606,320,20,Alab_017_02_01810,ALABAMA,PIKE ROAD,100,MONTGOMERY,,
Alabama,17,2,1608,666,320,20,Alab_017_02_01812,ALABAMA,PINCKARD,541,DALE,,
Alabama,17,2,1608,706,320,20,Alab_017_02_01814,ALABAMA,PINE APPLE,627,WILCOX,,
Alabama,17,2,1608,906,320,20,Alab_017_02_01821,ALABAMA,PINE HILL,470,WILCOX,,
Alabama,17,2,1608,1006,320,20,Alab_017_02_01825,ALABAMA,PINE LEVEL,250,MONTGOMERY,,
Alabama,17,2,1608,1126,320,20,Alab_017_02_01829,ALABAMA,PINSON,45,JEFFERSON,,
Alabama,17,2,1608,1206,320,20,Alab_017_02_01832,ALABAMA,PIPER,0,BIBB,,
Alabama,17,2,1608,1266,320,20,Alab_017_02_01834,ALABAMA,PISGAH,65,JACKSON,,
Alabama,17,2,1608,1306,320,20,Alab_017_02_01836,ALABAMA,PITTSVIEW,150,RUSSELL,,
Alabama,17,2,1608,1386,320,20,Alab_017_02_01839,ALABAMA,PLANTERSVILLE,150,DALLAS,,
Alabama,17,2,1608,1486,320,20,Alab_017_02_01842,ALABAMA,PLATEAU,200,MOBILE,,
Alabama,17,2,1608,1546,320,20,Alab_017_02_01844,ALABAMA,PLEASANT HILL,500,DALLAS,,
Alabama,17,2,1608,1626,360,40,Alab_017_02_01847,ALABAMA,PLEASANT SITE,65,FRANKLIN,BELGREEN,P.O.
Alabama,17,2,1608,1706,320,20,Alab_017_02_01849,ALABAMA,POLLARD,599,ESCAMBIA,,
Alabama,17,2,1608,1766,360,40,Alab_017_02_01851,ALABAMA,PONDVILLE,20,BIBB,CENTERVILLE,R.D.
Alabama,17,2,1608,1806,320,20,Alab_017_02_01852,ALABAMA,PORTER,125,JEFFERSON,,
Alabama,17,2,1608,1906,320,20,Alab_017_02_01855,ALABAMA,PORTERSVILLE,150,DEKALB,,
Alabama,17,2,1608,1946,360,40,Alab_017_02_01857,ALABAMA,POWDERLY,300,JEFFERSON,BIRMINGHAM,R.D.
Alabama,11,2,1495,495,250,13,Alab_011_02_01868,ALABAMA,GREENVILLE,3377,BUTLER,,
Alabama,11,2,1495,687,230,13,Alab_011_02_01877,ALABAMA,GROVE HILL,300,CLARKE,,
Alabama,11,2,1495,783,180,13,Alab_011_02_01883,ALABAMA,GUIN,356,MARION,,
Alabama,11,2,1495,843,280,13,Alab_011_02_01886,ALABAMA,GUNTERSVILLE,1145,MARSHALL,,
Alabama,11,2,1495,999,200,13,Alab_011_02_01893,ALABAMA,GURLEY,750,MADISON,,
Alabama,11,2,1495,1059,250,13,Alab_011_02_01896,ALABAMA,HACKLEBURG,286,MARION,,
Alabama,11,2,1495,1143,180,13,Alab_011_02_01901,ALABAMA,HACODA,40,GENEVA,,
Alabama,11,2,1495,1167,230,13,Alab_011_02_01903,ALABAMA,HAGLER,47,TUSCALOOSA,,
Alabama,11,2,1495,1191,200,13,Alab_011_02_01905,ALABAMA,HALEBURG,110,HENRY,,
Alabama,11,2,1495,1227,280,13,Alab_011_02_01908,ALABAMA,HALEYVILLE,1111,WINSTON,,
Alabama,11,2,1495,1359,220,13,Alab_011_02_01915,ALABAMA,HALSELL,20,CHOCTAW,,
Alabama,11,2,1495,1395,220,13,Alab_011_02_01917,ALABAMA,HAMILTON,422,MARION,,
Alabama,16,2,1554,277,410,13,Alab_016_02_01919,ALABAMA,NANAFALIA,600,MARENGO,,
Alabama,16,2,1554,303,315,13,Alab_016_02_01921,ALABAMA,NAUVOO,392,WALKER,,
Alabama,16,2,1554,329,345,13,Alab_016_02_01923,ALABAMA,NEEDHAM,10,CHOCTAW,,
Alabama,16,2,1554,368,315,13,Alab_016_02_01925,ALABAMA,NEWBERN,515,HALE,,
Alabama,16,2,1554,407,415,13,Alab_016_02_01927,ALABAMA,NEW BROCKTON,328,COFFEE,,
Alabama,16,2,1554,485,425,13,Alab_016_02_01931,ALABAMA,NEW CASTLE,0,JEFFERSON,,
Alabama,16,2,1554,563,345,13,Alab_016_02_01934,ALABAMA,NEWELL,80,RANDOLPH,,
Alabama,16,2,1554,602,365,13,Alab_016_02_01936,ALABAMA,NEW HOPE,301,MADISON,,
Alabama,16,2,1554,693,545,26,Alab_016_02_01941,ALABAMA,NEW LEXINGTON,38,TUSCALOOSA,BERRY,P.O.
Alabama,16,2,1554,745,415,13,Alab_016_02_01944,ALABAMA,NEW MARKET,300,MADISON,,
Alabama,16,2,1554,810,545,26,Alab_016_02_01947,ALABAMA,NEW SITE,150,TALLAPOOSA,ALEXANDER CITY,R.D.
Alabama,16,2,1554,862,315,13,Alab_016_02_01950,ALABAMA,NEWTON,524,DALE,,
Alabama,16,2,1554,901,395,13,Alab_016_02_01952,ALABAMA,NEWTONVILLE,50,FAYETTE,,
Alabama,16,2,1554,940,335,13,Alab_016_02_01954,ALABAMA,NEWVILLE,522,HENRY,,
Alabama,16,2,1554,1018,415,13,Alab_016_02_01958,ALABAMA,NICHOLSVILLE,30,MARENGO,,
Alabama,16,2,1554,1096,465,13,Alab_016_02_01962,ALABAMA,NORTHPORT,500,TUSCALOOSA,,
Alabama,16,2,1554,1174,365,13,Alab_016_02_01966,ALABAMA,NOTASULGA,512,MACON,,
Alabama,16,2,1554,1317,345,13,Alab_016_02_01972,ALABAMA,OAK GROVE,0,MOBILE,,
Alabama,16,2,1554,1343,345,13,Alab_016_02_01974,ALABAMA,OAKHILL,300,WILCOX,,
Alabama,16,2,1554,277,410,13,Alab_016_02_01977,ALABAMA,NANAFALIA,600,MARENGO,,
Alabama,16,2,1554,303,315,13,Alab_016_02_01979,ALABAMA,NAUVOO,392,WALKER,,
Alabama,16,2,1554,329,345,13,Alab_016_02_01981,ALABAMA,NEEDHAM,10,CHOCTAW,,
Alabama,16,2,1554,368,315,13,Alab_016_02_01983,ALABAMA,NEWBERN,515,HALE,,
Alabama,16,2,1554,407,415,13,Alab_016_02_01985,ALABAMA,NEW BROCKTON,328,COFFEE,,
Alabama,16,2,1554,485,425,13,Alab_016_02_01989,ALABAMA,NEW CASTLE,,JEFFERSON,,
Alabama,16,2,1554,563,345,13,Alab_016_02_01992,ALABAMA,NEWELL,80,RANDOLPH,,
Alabama,16,2,1554,602,365,13,Alab_016_02_01994,ALABAMA,NEW HOPE,301,MADISON,,
Alabama,16,2,1554,693,545,26,Alab_016_02_01999,ALABAMA,NEW LEXINGTON,38,TUSCALOOSA,BERRY,P.O.
Alabama,16,2,1554,745,415,13,Alab_016_02_02002,ALABAMA,NEW MARKET,300,MADISON,,
Alabama,16,2,1554,810,545,26,Alab_016_02_02005,ALABAMA,NEW SITE,150,TALLAPOOSA,ALEXANDER CITY,R.D.
Alabama,16,2,1554,862,315,13,Alab_016_02_02008,ALABAMA,NEWTON,524,DALE,,
Alabama,16,2,1554,901,395,13,Alab_016_02_02010,ALABAMA,NEWTONVILLE,50,FAYETTE,,
Alabama,16,2,1554,940,335,13,Alab_016_02_02012,ALABAMA,NEWVILLE,522,HENRY,,
Alabama,16,2,1554,1018,415,13,Alab_016_02_02016,ALABAMA,NICHOLSVILLE,30,MARENGO,,
Alabama,16,2,1554,1096,465,13,Alab_016_02_02020,ALABAMA,NORTHPORT,500,TUSCALOOSA,,
Alabama,16,2,1554,1174,365,13,Alab_016_02_02024,ALABAMA,NOTASULGA,512,MACON,,
Alabama,16,2,1554,1317,345,13,Alab_016_02_02030,ALABAMA,OAK GROVE,,MOBILE,,
Alabama,16,2,1554,1343,345,13,Alab_016_02_02032,ALABAMA,OAKHILL,300,WILCOX,,
Alabama,18,0,186,232,788,40,Alab_018_00_02072,ALABAMA,PRAIRIEVILLE,100,HALE,GALLION,R.D.
Alabama,18,0,186,328,680,24,Alab_018_00_02075,ALABAMA,PRATT CITY,3600,JEFFERSON,,
Alabama,18,0,186,656,600,24,Alab_018_00_02085,ALABAMA,PRATTVILLE,2222,AUTAUGA,,
Alabama,18,0,186,930,500,24,Alab_018_00_02093,ALABAMA,PRICHARD,10,MOBILE,,
Alabama,18,0,186,1024,500,24,Alab_018_00_02096,ALABAMA,PRINCETON,70,JACKSON,,
Alabama,18,0,186,1082,600,24,Alab_018_00_02098,ALABAMA,PUSHMATAHA,100,CHOCTAW,,
Alabama,18,0,186,1122,400,24,Alab_018_00_02100,ALABAMA,PYRITON,200,CLAY,,
Alabama,18,0,186,1162,450,24,Alab_018_00_02102,ALABAMA,QUINTON,100,WALKER,,
Alabama,18,0,186,1364,500,24,Alab_018_00_02109,ALABAMA,RAGLAND,483,ST. CLAIR,,
Alabama,18,0,186,1530,500,24,Alab_018_00_02114,ALABAMA,RALPH,50,TUSCALOOSA,,
Alabama,18,0,186,1606,550,24,Alab_018_00_02117,ALABAMA,RAMER,300,MONTGOMERY,,
Alabama,18,0,186,1682,400,24,Alab_018_00_02120,ALABAMA,RANDOLPH,350,BIBB,,
Alabama,18,0,186,1722,500,24,Alab_018_00_02122,ALABAMA,RED BAY,472,FRANKLIN,,
Alabama,18,0,186,1870,550,24,Alab_018_00_02127,ALABAMA,RED LEVEL,317,COVINGTON,,
Alabama,18,1,812,283,210,15,Alab_018_01_02132,ALABAMA,REFORM,550,PICKENS,,
Alabama,18,1,812,418,220,15,Alab_018_01_02137,ALABAMA,RENFROE,85,TALLADEGA,,
Alabama,18,1,812,493,200,15,Alab_018_01_02140,ALABAMA,REPTON,331,CONECUH,,
Alabama,18,1,812,538,230,15,Alab_018_01_02142,ALABAMA,REPUBLIC,350,JEFFERSON,,
Alabama,18,1,812,583,220,15,Alab_018_01_02145,ALABAMA,RICKEY,60,TUSCALOOSA,,
Alabama,18,1,812,628,220,15,Alab_018_01_02147,ALABAMA,RIPLEY,150,LIMESTONE,,
Alabama,18,1,812,658,260,15,Alab_018_01_02149,ALABAMA,RIVER FALLS,760,COVINGTON,,
Alabama,18,1,812,688,240,15,Alab_018_01_02151,ALABAMA,RIVER VIEW,200,CHAMBERS,,
Alabama,18,1,812,718,250,15,Alab_018_01_02153,ALABAMA,ROANOKE,2034,RANDOLPH,,
Alabama,18,1,812,943,250,15,Alab_018_01_02162,ALABAMA,ROBERTSDALE,300,BALDWIN,,
Alabama,18,1,812,1063,250,15,Alab_018_01_02167,ALABAMA,ROCKCASTLE,,TUSCALOOSA,,
Alabama,18,1,812,1093,210,15,Alab_018_01_02169,ALABAMA,ROCKFORD,600,COOSA,,
Alabama,18,1,812,1183,250,15,Alab_018_01_02173,ALABAMA,ROCK MILLS,349,RANDOLPH,,
Alabama,18,1,812,1228,230,15,Alab_018_01_02175,ALABAMA,ROCK RUN,360,CHEROKEE,,
Alabama,18,1,812,1273,330,30,Alab_018_01_02177,ALABAMA,ROEBUCK SPRINGS,,JEFFERSON,BIRMINGHAM,P.O.
Alabama,18,1,812,1378,270,15,Alab_018_01_02180,ALABAMA,ROGERSVILLE,150,LAUDERDALE,,
Alabama,19,0,280,249,380,25,Alab_019_00_02188,ALABAMA,SEALE,312,RUSSELL,,
Alabama,19,0,280,349,450,25,Alab_019_00_02191,ALABAMA,SEARIGHT,120,CRENSHAW,,
Alabama,19,0,280,409,450,25,Alab_019_00_02193,ALABAMA,SEARLES,700,TUSCALOOSA,,
Alabama,19,0,280,469,400,25,Alab_019_00_02195,ALABAMA,SECTION,250,JACKSON,,
Alabama,19,0,280,549,400,25,Alab_019_00_02198,ALABAMA,SEDDON,133,ST. CLAIR,,
Alabama,19,0,280,589,650,45,Alab_019_00_02200,ALABAMA,SELFVILLE,13,BLOUNT,VILLAGE SPRINGS,P.O.
Alabama,19,0,280,649,450,25,Alab_019_00_02202,ALABAMA,SELLERS,,MONTGOMERY,,
Alabama,19,0,280,729,450,25,Alab_019_00_02205,ALABAMA,SELMA,15307,DALLAS,,
Alabama,18,2,1449,228,590,13,Alab_018_02_02234,ALABAMA,ROUND MOUNTAIN,210,CHEROKEE,,
Alabama,18,2,1449,254,235,13,Alab_018_02_02236,ALABAMA,ROY,442,MONROE,,
Alabama,18,2,1449,332,615,26,Alab_018_02_02241,ALABAMA,ROYAL,24,BLOUNT,BLOUNTSVILLE,R.D.
Alabama,18,2,1449,371,545,13,Alab_018_02_02243,ALABAMA,RUSSELLVILLE,2046,FRANKLIN,,
Alabama,18,2,1449,618,445,13,Alab_018_02_02254,ALABAMA,RUTLEDGE,230,CRENSHAW,,
Alabama,18,2,1449,644,365,13,Alab_018_02_02256,ALABAMA,SAFFORD,150,DALLAS,,
Alabama,18,2,1449,670,365,13,Alab_018_02_02258,ALABAMA,SAGINAW,200,SHELBY,,
Alabama,18,2,1449,696,545,13,Alab_018_02_02260,ALABAMA,SALCO,,MOBILE,CREOLA,P.O.
Alabama,18,2,1449,722,265,13,Alab_018_02_02262,ALABAMA,SALEM,350,LEE,,
Alabama,18,2,1449,774,345,13,Alab_018_02_02265,ALABAMA,SALITPA,31,CLARKE,,
Alabama,18,2,1449,839,445,13,Alab_018_02_02268,ALABAMA,SAMANTHA,27,TUSCALOOSA,,
Alabama,18,2,1449,904,385,13,Alab_018_02_02271,ALABAMA,SAMSON,1350,GENEVA,,
Alabama,18,2,1449,1151,385,13,Alab_018_02_02282,ALABAMA,SARAGOSSA,100,WALKER,,
Alabama,18,2,1449,1190,385,13,Alab_018_02_02284,ALABAMA,SAYRE,300,JEFFERSON,,
Alabama,18,2,1449,1229,445,13,Alab_018_02_02286,ALABAMA,SAYRETON,350,JEFFERSON,,
Alabama,18,2,1449,1268,515,13,Alab_018_02_02288,ALABAMA,SCOTTSBORO,1019,JACKSON,,
Alabama,18,2,1449,228,590,13,Alab_018_02_02295,ALABAMA,ROUND MOUNTAIN,210,CHEROKEE,,
Alabama,18,2,1449,254,235,13,Alab_018_02_02297,ALABAMA,ROY,442,MONROE,,
Alabama,18,2,1449,332,615,26,Alab_018_02_02302,ALABAMA,ROYAL,24,BLOUNT,BLOUNTSVILLE,R.D.
Alabama,18,2,1449,371,545,13,Alab_018_02_02304,ALABAMA,RUSSELLVILLE,2046,FRANKLIN,,
Alabama,18,2,1449,618,445,13,Alab_018_02_02315,ALABAMA,RUTLEDGE,230,CRENSHAW,,
Alabama,18,2,1449,644,365,13,Alab_018_02_02317,ALABAMA,SAFFORD,150,DALLAS,,
Alabama,18,2,1449,670,365,13,Alab_018_02_02319,ALABAMA,SAGINAW,200,SHELBY,,
Alabama,18,2,1449,696,545,13,Alab_018_02_02321,ALABAMA,SALCO,,MOBILE,CREOLA,P.O.
Alabama,18,2,1449,722,265,13,Alab_018_02_02323,ALABAMA,SALEM,350,LEE,,
Alabama,18,2,1449,774,345,13,Alab_018_02_02326,ALABAMA,SALITPA,31,CLARKE,,
Alabama,18,2,1449,839,445,13,Alab_018_02_02329,ALABAMA,SAMANTHA,27,TUSCALOOSA,,
Alabama,18,2,1449,904,385,13,Alab_018_02_02332,ALABAMA,SAMSON,1350,GENEVA,,
Alabama,18,2,1449,1151,385,13,Alab_018_02_02343,ALABAMA,SARAGOSSA,100,WALKER,,
Alabama,18,2,1449,1190,385,13,Alab_018_02_02345,ALABAMA,SAYRE,300,JEFFERSON,,
Alabama,18,2,1449,1229,445,13,Alab_018_02_02347,ALABAMA,SAYRETON,350,JEFFERSON,,
Alabama,18,2,1449,1268,515,13,Alab_018_02_02349,ALABAMA,SCOTTSBORO,1019,JACKSON,,
Alabama,19,2,1620,248,450,18,Alab_019_02_02356,ALABAMA,SPRING HILL,182,MOBILE,,
Alabama,19,2,1620,448,550,18,Alab_019_02_02362,ALABAMA,SPRINGVILLE,350,ST. CLAIR,,
Alabama,19,2,1620,588,350,18,Alab_019_02_02367,ALABAMA,SPROTT,50,PERRY,,
Alabama,19,2,1620,648,500,18,Alab_019_02_02369,ALABAMA,SPRUCE PINE,65,FRANKLIN,,
Alabama,19,2,1620,708,680,38,Alab_019_02_02371,ALABAMA,SQUAW SHOALS,,TUSCALOOSA,SEARLES,P.O.
Alabama,19,2,1620,788,580,18,Alab_019_02_02373,ALABAMA,ST. STEPHENS,100,WASHINGTON,,
Alabama,19,2,1620,828,580,18,Alab_019_02_02375,ALABAMA,STANDING ROCK,300,CHAMBERS,,
Alabama,19,2,1620,908,450,18,Alab_019_02_02378,ALABAMA,STANTON,400,CHILTON,,
Alabama,19,2,1620,968,450,18,Alab_019_02_02381,ALABAMA,STEELE,100,ST. CLAIR,,
Alabama,19,2,1620,1008,680,38,Alab_019_02_02383,ALABAMA,STERLING,,TUSCALOOSA,BERRY,R.D.
Alabama,19,2,1620,1068,500,18,Alab_019_02_02385,ALABAMA,STEVENSON,574,JACKSON,,
Alabama,19,2,1620,1288,500,18,Alab_019_02_02391,ALABAMA,STOCKTON,943,BALDWIN,,
Alabama,19,2,1620,1388,500,18,Alab_019_02_02395,ALABAMA,STROUD,100,CHAMBERS,,
Alabama,19,2,1620,1468,500,18,Alab_019_02_02398,ALABAMA,SUGGSVILLE,336,CLARKE,,
